EmpID,Age,AgeGroup,Attrition,Department,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Custom,Years at company,Experience Slab Group,Salary,Salary Slab,Performance Rating
RM1112,53,46-55,Yes,Research & Development,Technical Degree,Female,3,Manufacturing Director,4,Married,0,No,16,34,4,3,33,1,1112,20+ Years,31-40 Years,380000,200K+,5
RM114,24,18-25,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Married,0,No,12,6,2,3,5,1,114,0-5 Years,6-10 Years,58000,50K - 100K,3
RM1141,44,36-45,No,Research & Development,Medical,Female,5,Research Director,4,Divorced,0,Yes,14,23,4,2,22,1,1141,20+ Years,21-30 Years,310000,200K+,5
RM1178,50,46-55,No,Research & Development,Life Sciences,Female,3,Research Director,1,Divorced,5,No,15,19,3,3,14,1,1178,11-15 Years,16-20 Years,310000,200K+,5
RM1181,36,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,2,Single,2,No,11,15,4,3,4,1,1181,0-5 Years,11-15 Years,58000,50K - 100K,3
RM1204,53,46-55,No,Research & Development,Medical,Male,3,Healthcare Representative,4,Married,3,No,15,11,2,3,4,1,1204,0-5 Years,11-15 Years,105000,100K - 150K,4
RM1216,35,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Single,0,Yes,14,6,2,4,5,1,1216,0-5 Years,6-10 Years,145000,100K - 150K,3
RM1220,29,26-35,No,Research & Development,Medical,Female,1,Laboratory Technician,3,Married,9,No,17,9,2,3,5,1,1220,0-5 Years,6-10 Years,58000,50K - 100K,4
RM1253,34,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,0,Yes,14,6,3,3,5,1,1253,0-5 Years,6-10 Years,145000,100K - 150K,3
RM1421,41,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Married,3,No,22,12,3,3,5,1,1421,0-5 Years,11-15 Years,145000,100K - 150K,4
RM1431,38,36-45,No,Research & Development,Medical,Female,3,Research Director,3,Married,3,No,12,20,3,3,18,1,1431,16-20 Years,16-20 Years,310000,200K+,5
RM1436,44,36-45,No,Research & Development,Medical,Male,1,Research Scientist,4,Single,6,Yes,12,6,2,3,4,1,1436,0-5 Years,6-10 Years,145000,100K - 150K,3
RM1438,39,36-45,No,Research & Development,Life Sciences,Male,5,Manager,4,Single,2,No,13,21,3,2,6,1,1438,6-10 Years,21-30 Years,195000,150K - 200K,4
RM1467,39,36-45,No,Research & Development,Medical,Male,3,Healthcare Representative,1,Married,4,No,15,9,5,3,7,1,1467,6-10 Years,6-10 Years,105000,100K - 150K,4
RM1467,39,36-45,No,Research & Development,Medical,Male,3,Healthcare Representative,1,Married,4,No,15,9,5,3,7,1,1467,6-10 Years,6-10 Years,105000,100K - 150K,4
RM147,30,26-35,No,Research & Development,Medical,Male,1,Laboratory Technician,4,Single,0,No,13,6,3,3,5,1,147,0-5 Years,6-10 Years,58000,50K - 100K,3
RM149,41,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,1,Married,2,No,21,7,2,3,5,1,149,0-5 Years,6-10 Years,58000,50K - 100K,3
RM164,57,55+,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,4,Divorced,3,Yes,16,12,2,1,5,1,164,0-5 Years,11-15 Years,105000,100K - 150K,4
RM167,41,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,3,Divorced,4,No,12,13,2,3,9,1,167,6-10 Years,11-15 Years,145000,100K - 150K,5
RM170,32,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,3,Single,3,No,20,8,2,3,5,1,170,0-5 Years,6-10 Years,145000,100K - 150K,4
RM190,51,46-55,No,Research & Development,Medical,Female,4,Healthcare Representative,2,Single,3,No,18,21,6,3,7,1,190,6-10 Years,21-30 Years,105000,100K - 150K,5
RM237,33,26-35,Yes,Research & Development,Life Sciences,Female,1,Laboratory Technician,1,Married,7,No,20,13,3,4,9,1,237,6-10 Years,11-15 Years,58000,50K - 100K,5
RM245,45,36-45,No,Research & Development,Other,Male,5,Manager,4,Married,0,No,11,25,2,3,24,1,245,20+ Years,21-30 Years,195000,150K - 200K,5
RM260,31,26-35,Yes,Research & Development,Medical,Male,1,Laboratory Technician,2,Single,0,No,11,6,2,4,5,1,260,0-5 Years,6-10 Years,58000,50K - 100K,3
RM280,50,46-55,No,Research & Development,Life Sciences,Male,5,Research Director,2,Divorced,3,No,14,28,4,2,10,1,280,6-10 Years,21-30 Years,310000,200K+,5
RM281,53,46-55,No,Research & Development,Medical,Male,4,Research Director,3,Married,3,Yes,16,21,5,2,5,1,281,0-5 Years,21-30 Years,310000,200K+,4
RM316,43,36-45,No,Research & Development,Life Sciences,Female,1,Laboratory Technician,4,Single,0,No,19,9,5,3,8,1,316,6-10 Years,6-10 Years,58000,50K - 100K,4
RM362,40,36-45,No,Research & Development,Life Sciences,Female,1,Laboratory Technician,3,Married,3,Yes,13,10,3,3,7,1,362,6-10 Years,6-10 Years,58000,50K - 100K,4
RM368,50,46-55,No,Research & Development,Technical Degree,Male,3,Healthcare Representative,4,Single,6,No,15,20,2,3,4,1,368,0-5 Years,16-20 Years,105000,100K - 150K,3
RM380,55,46-55,No,Research & Development,Life Sciences,Female,4,Manager,4,Single,2,Yes,13,30,2,3,5,1,380,0-5 Years,21-30 Years,195000,150K - 200K,4
RM420,30,26-35,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,4,Married,4,No,15,9,3,1,5,1,420,0-5 Years,6-10 Years,58000,50K - 100K,4
RM437,33,26-35,Yes,Research & Development,Medical,Male,1,Laboratory Technician,4,Divorced,7,No,13,8,2,3,4,1,437,0-5 Years,6-10 Years,58000,50K - 100K,4
RM465,37,36-45,No,Research & Development,Technical Degree,Female,3,Manufacturing Director,4,Single,4,No,17,12,3,4,6,1,465,6-10 Years,11-15 Years,380000,200K+,4
RM535,53,46-55,No,Research & Development,Life Sciences,Male,4,Research Director,3,Married,3,No,19,32,3,3,5,1,535,0-5 Years,31-40 Years,310000,200K+,4
RM553,56,55+,No,Research & Development,Medical,Male,4,Healthcare Representative,4,Married,7,No,11,30,1,2,10,1,553,6-10 Years,21-30 Years,105000,100K - 150K,5
RM571,52,46-55,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,0,No,18,5,3,3,4,1,571,0-5 Years,0-5 Years,145000,100K - 150K,3
RM610,43,36-45,No,Research & Development,Life Sciences,Male,4,Research Director,1,Married,6,No,24,22,3,3,4,1,610,0-5 Years,21-30 Years,310000,200K+,4
RM612,35,26-35,No,Research & Development,Other,Male,3,Manufacturing Director,3,Single,3,No,21,17,3,4,8,1,612,6-10 Years,16-20 Years,380000,200K+,5
RM668,41,36-45,Yes,Research & Development,Life Sciences,Female,1,Laboratory Technician,4,Divorced,4,Yes,13,10,1,2,7,1,668,6-10 Years,6-10 Years,58000,50K - 100K,4
RM678,49,46-55,No,Research & Development,Other,Female,3,Laboratory Technician,2,Married,4,No,11,29,3,2,26,1,678,20+ Years,21-30 Years,58000,50K - 100K,5
RM715,50,46-55,No,Research & Development,Medical,Male,4,Research Director,4,Divorced,9,No,22,32,1,2,5,1,715,0-5 Years,31-40 Years,310000,200K+,4
RM722,50,46-55,No,Research & Development,Life Sciences,Male,4,Manufacturing Director,3,Married,3,Yes,18,22,2,3,12,1,722,11-15 Years,21-30 Years,380000,200K+,5
RM731,30,26-35,No,Research & Development,Life Sciences,Female,3,Research Director,1,Married,0,Yes,12,9,4,2,8,1,731,6-10 Years,6-10 Years,310000,200K+,4
RM785,38,36-45,No,Research & Development,Life Sciences,Female,3,Healthcare Representative,3,Married,0,No,18,20,4,2,19,1,785,16-20 Years,16-20 Years,105000,100K - 150K,5
RM809,29,26-35,No,Research & Development,Life Sciences,Female,1,Research Scientist,4,Divorced,4,No,22,11,1,3,7,1,809,6-10 Years,11-15 Years,145000,100K - 150K,4
RM810,28,26-35,No,Research & Development,Medical,Female,3,Manufacturing Director,2,Divorced,0,No,17,10,3,2,9,1,810,6-10 Years,6-10 Years,380000,200K+,4
RM824,29,26-35,No,Research & Development,Life Sciences,Female,1,Research Scientist,2,Divorced,0,No,14,8,2,2,7,1,824,6-10 Years,6-10 Years,145000,100K - 150K,4
RM841,35,26-35,No,Research & Development,Medical,Male,1,Laboratory Technician,3,Married,6,No,12,10,2,3,8,1,841,6-10 Years,6-10 Years,58000,50K - 100K,4
RM842,24,18-25,No,Research & Development,Medical,Male,1,Laboratory Technician,2,Single,8,No,22,6,2,3,4,1,842,0-5 Years,6-10 Years,58000,50K - 100K,3
RM860,29,26-35,No,Research & Development,Life Sciences,Female,1,Research Scientist,4,Married,0,Yes,18,6,2,2,5,1,860,0-5 Years,6-10 Years,145000,100K - 150K,3
RM891,54,46-55,No,Research & Development,Life Sciences,Female,3,Manufacturing Director,3,Divorced,7,No,17,33,2,1,5,1,891,0-5 Years,31-40 Years,380000,200K+,4
RM906,29,26-35,No,Research & Development,Life Sciences,Female,4,Research Director,4,Divorced,3,No,14,9,2,2,7,1,906,6-10 Years,6-10 Years,310000,200K+,4
RM943,36,36-45,No,Research & Development,Technical Degree,Female,3,Healthcare Representative,3,Married,3,No,12,10,0,3,7,1,943,6-10 Years,6-10 Years,105000,100K - 150K,4
RM959,34,26-35,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,4,Divorced,0,No,11,10,0,2,9,1,959,6-10 Years,6-10 Years,105000,100K - 150K,4
RM990,37,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,3,Married,7,Yes,15,8,2,3,6,1,990,6-10 Years,6-10 Years,145000,100K - 150K,4
RM999,26,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Single,0,No,12,5,2,3,4,1,999,0-5 Years,0-5 Years,145000,100K - 150K,3
RM040,33,26-35,No,Sales,Life Sciences,Female,2,Sales Executive,1,Married,2,No,19,10,3,3,5,1,40,0-5 Years,6-10 Years,85000,50K - 100K,4
RM053,44,36-45,No,Sales,Marketing,Female,2,Sales Executive,1,Divorced,5,Yes,21,9,2,2,4,1,53,0-5 Years,6-10 Years,85000,50K - 100K,4
RM059,31,26-35,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,4,Divorced,3,No,22,10,3,2,7,1,59,6-10 Years,6-10 Years,58000,50K - 100K,4
RM071,59,55+,No,Sales,Life Sciences,Female,2,Sales Executive,3,Single,7,No,11,20,2,2,4,1,71,0-5 Years,16-20 Years,85000,50K - 100K,3
RM084,38,36-45,No,Research & Development,Medical,Female,2,Research Scientist,4,Divorced,7,Yes,12,17,3,3,13,1,84,11-15 Years,16-20 Years,145000,100K - 150K,5
RM092,51,46-55,No,Sales,Marketing,Male,2,Sales Executive,4,Single,0,Yes,22,11,2,1,10,1,92,6-10 Years,11-15 Years,85000,50K - 100K,4
RM1007,49,46-55,Yes,Research & Development,Life Sciences,Male,2,Laboratory Technician,1,Single,3,No,20,20,2,3,4,1,1007,0-5 Years,16-20 Years,58000,50K - 100K,3
RM1042,28,26-35,No,Sales,Medical,Male,2,Sales Executive,1,Single,0,No,18,6,4,3,5,1,1042,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1068,47,46-55,No,Sales,Medical,Female,2,Sales Executive,3,Married,3,Yes,17,11,4,2,5,1,1068,0-5 Years,11-15 Years,85000,50K - 100K,4
RM1083,23,18-25,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,3,Single,0,No,14,5,2,3,4,1,1083,0-5 Years,0-5 Years,58000,50K - 100K,3
RM1108,38,36-45,No,Human Resources,Human Resources,Male,2,Human Resources,3,Married,3,No,11,10,2,3,6,1,1108,6-10 Years,6-10 Years,125000,100K - 150K,4
RM1114,32,26-35,No,Research & Development,Technical Degree,Male,2,Research Scientist,1,Married,4,No,14,9,3,2,6,1,1114,6-10 Years,6-10 Years,145000,100K - 150K,4
RM1176,39,36-45,No,Research & Development,Medical,Male,2,Manufacturing Director,2,Married,4,No,21,7,3,3,5,1,1176,0-5 Years,6-10 Years,380000,200K+,3
RM1191,32,26-35,No,Research & Development,Medical,Male,2,Research Scientist,2,Divorced,0,No,13,10,4,2,9,1,1191,6-10 Years,6-10 Years,145000,100K - 150K,4
RM1240,31,26-35,No,Research & Development,Technical Degree,Female,2,Manufacturing Director,4,Single,2,No,20,9,3,2,5,1,1240,0-5 Years,6-10 Years,380000,200K+,4
RM1254,33,26-35,No,Sales,Marketing,Female,2,Sales Executive,2,Single,8,No,15,13,2,2,11,1,1254,11-15 Years,11-15 Years,85000,50K - 100K,5
RM1260,30,26-35,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,3,Married,3,No,16,10,3,3,7,1,1260,6-10 Years,6-10 Years,105000,100K - 150K,4
RM1262,38,36-45,No,Research & Development,Medical,Male,2,Healthcare Representative,4,Married,3,Yes,16,15,2,3,1,1,1262,0-5 Years,11-15 Years,105000,100K - 150K,3
RM1266,33,26-35,No,Research & Development,Technical Degree,Male,2,Research Scientist,2,Divorced,5,No,15,11,2,2,9,1,1266,6-10 Years,11-15 Years,145000,100K - 150K,4
RM1289,35,26-35,No,Research & Development,Medical,Male,2,Manufacturing Director,4,Divorced,2,No,14,15,6,3,7,1,1289,6-10 Years,11-15 Years,380000,200K+,5
RM1306,54,46-55,No,Research & Development,Medical,Female,2,Research Scientist,4,Married,4,No,15,14,2,2,7,1,1306,6-10 Years,11-15 Years,145000,100K - 150K,5
RM1325,29,26-35,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,3,Divorced,8,No,17,11,3,3,7,1,1325,6-10 Years,11-15 Years,105000,100K - 150K,4
RM1357,41,36-45,No,Sales,Marketing,Female,2,Sales Executive,2,Married,5,No,21,14,3,3,5,1,1357,0-5 Years,11-15 Years,85000,50K - 100K,5
RM1371,47,46-55,No,Research & Development,Technical Degree,Male,2,Research Scientist,2,Married,8,No,18,16,4,4,8,1,1371,6-10 Years,16-20 Years,145000,100K - 150K,5
RM1389,32,26-35,No,Research & Development,Medical,Female,2,Healthcare Representative,4,Divorced,5,No,18,9,6,3,5,1,1389,0-5 Years,6-10 Years,105000,100K - 150K,4
RM1420,42,36-45,No,Research & Development,Life Sciences,Male,2,Research Scientist,1,Divorced,6,Yes,17,9,3,2,4,1,1420,0-5 Years,6-10 Years,145000,100K - 150K,4
RM1430,39,36-45,No,Research & Development,Life Sciences,Male,2,Research Scientist,4,Single,7,No,13,18,2,3,7,1,1430,6-10 Years,16-20 Years,145000,100K - 150K,5
RM1464,31,26-35,No,Research & Development,Medical,Male,2,Manufacturing Director,1,Single,0,No,19,10,2,3,9,1,1464,6-10 Years,6-10 Years,380000,200K+,4
RM1464,31,26-35,No,Research & Development,Medical,Male,2,Manufacturing Director,1,Single,0,No,19,10,2,3,9,1,1464,6-10 Years,6-10 Years,380000,200K+,4
RM1470,34,26-35,No,Research & Development,Medical,Male,2,Laboratory Technician,3,Married,2,No,12,6,3,4,4,1,1470,0-5 Years,6-10 Years,58000,50K - 100K,3
RM1470,34,26-35,No,Research & Development,Medical,Male,2,Laboratory Technician,3,Married,2,No,12,6,3,4,4,1,1470,0-5 Years,6-10 Years,58000,50K - 100K,3
RM200,38,36-45,No,Research & Development,Technical Degree,Male,2,Manufacturing Director,4,Married,3,No,18,9,3,1,7,1,200,6-10 Years,6-10 Years,380000,200K+,4
RM225,31,26-35,No,Research & Development,Medical,Male,2,Manufacturing Director,3,Married,0,No,12,6,2,3,5,1,225,0-5 Years,6-10 Years,380000,200K+,3
RM300,51,46-55,No,Research & Development,Medical,Male,2,Manufacturing Director,2,Divorced,5,No,18,13,3,3,4,1,300,0-5 Years,11-15 Years,380000,200K+,3
RM309,58,55+,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,3,Divorced,2,Yes,13,12,2,3,5,1,309,0-5 Years,11-15 Years,105000,100K - 150K,4
RM322,31,26-35,No,Sales,Marketing,Male,2,Sales Executive,4,Divorced,4,No,12,13,3,3,7,1,322,6-10 Years,11-15 Years,85000,50K - 100K,5
RM332,27,26-35,No,Sales,Marketing,Male,2,Sales Executive,2,Married,0,Yes,13,6,0,3,5,1,332,0-5 Years,6-10 Years,85000,50K - 100K,3
RM347,41,36-45,No,Research & Development,Medical,Male,2,Manufacturing Director,2,Single,6,Yes,15,8,3,3,5,1,347,0-5 Years,6-10 Years,380000,200K+,4
RM369,40,36-45,Yes,Sales,Marketing,Male,2,Sales Executive,3,Married,2,Yes,12,8,6,3,6,1,369,6-10 Years,6-10 Years,85000,50K - 100K,4
RM388,40,36-45,No,Sales,Marketing,Female,2,Sales Executive,2,Divorced,7,No,12,8,5,3,5,1,388,0-5 Years,6-10 Years,85000,50K - 100K,4
RM447,41,36-45,No,Sales,Life Sciences,Male,2,Sales Executive,4,Single,7,No,14,16,3,3,14,1,447,11-15 Years,16-20 Years,85000,50K - 100K,5
RM483,31,26-35,Yes,Sales,Medical,Male,2,Sales Executive,1,Divorced,2,No,17,9,2,1,3,1,483,0-5 Years,6-10 Years,85000,50K - 100K,4
RM487,37,36-45,No,Sales,Marketing,Male,2,Sales Executive,3,Married,4,Yes,11,17,3,2,3,1,487,0-5 Years,16-20 Years,85000,50K - 100K,3
RM500,33,26-35,No,Sales,Marketing,Male,2,Sales Executive,3,Divorced,0,No,12,6,3,3,5,1,500,0-5 Years,6-10 Years,85000,50K - 100K,3
RM529,50,46-55,Yes,Sales,Technical Degree,Male,2,Sales Executive,3,Married,3,Yes,14,18,4,3,4,1,529,0-5 Years,16-20 Years,85000,50K - 100K,3
RM530,38,36-45,No,Research & Development,Life Sciences,Female,2,Healthcare Representative,4,Single,0,No,13,10,4,2,9,1,530,6-10 Years,6-10 Years,105000,100K - 150K,4
RM533,47,46-55,No,Sales,Marketing,Male,2,Sales Executive,1,Single,2,No,12,20,2,3,7,1,533,6-10 Years,16-20 Years,85000,50K - 100K,5
RM567,47,46-55,Yes,Sales,Life Sciences,Female,2,Sales Executive,3,Single,4,Yes,12,8,2,3,5,1,567,0-5 Years,6-10 Years,85000,50K - 100K,4
RM573,29,26-35,No,Research & Development,Medical,Female,2,Healthcare Representative,3,Married,4,No,12,11,3,2,8,1,573,6-10 Years,11-15 Years,105000,100K - 150K,4
RM574,26,26-35,Yes,Sales,Technical Degree,Male,2,Sales Executive,1,Single,6,No,17,6,2,2,4,1,574,0-5 Years,6-10 Years,85000,50K - 100K,3
RM576,54,46-55,No,Research & Development,Medical,Female,2,Manufacturing Director,1,Divorced,9,Yes,11,9,4,3,5,1,576,0-5 Years,6-10 Years,380000,200K+,4
RM606,38,36-45,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,1,Divorced,2,No,15,13,3,2,4,1,606,0-5 Years,11-15 Years,105000,100K - 150K,3
RM627,32,26-35,No,Research & Development,Medical,Female,2,Research Scientist,3,Married,5,No,12,9,3,2,5,1,627,0-5 Years,6-10 Years,145000,100K - 150K,4
RM644,42,36-45,No,Research & Development,Life Sciences,Female,2,Laboratory Technician,4,Married,2,Yes,13,17,1,2,5,1,644,0-5 Years,16-20 Years,58000,50K - 100K,5
RM695,33,26-35,No,Research & Development,Life Sciences,Female,2,Healthcare Representative,4,Single,0,No,14,6,3,3,5,1,695,0-5 Years,6-10 Years,105000,100K - 150K,3
RM779,46,46-55,No,Research & Development,Life Sciences,Female,2,Research Scientist,1,Divorced,8,Yes,23,19,2,3,16,1,779,16-20 Years,16-20 Years,145000,100K - 150K,5
RM789,28,26-35,No,Research & Development,Other,Female,2,Research Scientist,3,Single,3,No,13,10,4,4,8,1,789,6-10 Years,6-10 Years,145000,100K - 150K,4
RM840,42,36-45,No,Sales,Marketing,Male,2,Sales Executive,1,Single,7,No,13,9,3,4,6,1,840,6-10 Years,6-10 Years,85000,50K - 100K,4
RM850,43,36-45,Yes,Sales,Marketing,Female,2,Sales Executive,3,Single,8,No,13,7,2,2,4,1,850,0-5 Years,6-10 Years,85000,50K - 100K,3
RM871,35,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,1,Married,3,Yes,15,15,2,3,7,1,871,6-10 Years,11-15 Years,85000,50K - 100K,5
RM878,46,46-55,No,Research & Development,Technical Degree,Male,2,Manufacturing Director,4,Divorced,2,No,11,12,3,2,6,1,878,6-10 Years,11-15 Years,380000,200K+,4
RM880,60,55+,No,Sales,Marketing,Male,2,Sales Executive,4,Divorced,0,Yes,18,12,3,3,11,1,880,11-15 Years,11-15 Years,85000,50K - 100K,4
RM885,40,36-45,No,Sales,Technical Degree,Female,2,Sales Executive,2,Divorced,7,No,12,7,2,4,5,1,885,0-5 Years,6-10 Years,85000,50K - 100K,3
RM886,25,18-25,No,Sales,Life Sciences,Male,2,Sales Executive,4,Single,0,No,14,5,4,3,4,1,886,0-5 Years,0-5 Years,85000,50K - 100K,3
RM924,34,26-35,No,Human Resources,Life Sciences,Male,2,Human Resources,2,Married,4,No,11,14,5,4,10,1,924,6-10 Years,11-15 Years,125000,100K - 150K,5
RM932,30,26-35,No,Research & Development,Medical,Female,2,Manufacturing Director,3,Single,7,Yes,18,10,3,3,8,1,932,6-10 Years,6-10 Years,380000,200K+,4
RM950,39,36-45,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,3,Single,0,No,11,9,6,3,8,1,950,6-10 Years,6-10 Years,380000,200K+,4
RM961,41,36-45,No,Sales,Marketing,Female,2,Sales Executive,1,Divorced,0,No,17,10,2,3,9,1,961,6-10 Years,6-10 Years,85000,50K - 100K,4
RM964,38,36-45,No,Sales,Life Sciences,Female,2,Sales Executive,1,Divorced,3,No,15,11,3,3,7,1,964,6-10 Years,11-15 Years,85000,50K - 100K,4
RM987,39,36-45,No,Sales,Life Sciences,Male,2,Sales Executive,4,Married,3,Yes,12,8,2,4,5,1,987,0-5 Years,6-10 Years,85000,50K - 100K,4
RM991,33,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,4,Married,6,No,13,8,2,4,5,1,991,0-5 Years,6-10 Years,85000,50K - 100K,4
RM014,34,26-35,No,Research & Development,Medical,Male,1,Laboratory Technician,4,Divorced,0,No,11,3,2,3,2,1,14,0-5 Years,0-5 Years,58000,50K - 100K,2
RM020,38,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,4,Single,5,Yes,11,6,3,3,3,1,20,0-5 Years,6-10 Years,145000,100K - 150K,3
RM021,24,18-25,No,Research & Development,Other,Female,2,Manufacturing Director,3,Divorced,0,No,18,5,5,2,4,1,21,0-5 Years,0-5 Years,380000,200K+,3
RM025,34,26-35,Yes,Research & Development,Medical,Male,1,Research Scientist,1,Single,2,No,11,8,2,3,4,1,25,0-5 Years,6-10 Years,145000,100K - 150K,4
RM032,44,36-45,No,Research & Development,Other,Male,2,Healthcare Representative,4,Married,2,Yes,13,9,5,4,4,1,32,0-5 Years,6-10 Years,105000,100K - 150K,4
RM069,35,26-35,No,Research & Development,Medical,Male,1,Research Scientist,1,Married,4,No,13,5,2,2,3,1,69,0-5 Years,0-5 Years,145000,100K - 150K,3
RM085,34,26-35,No,Research & Development,Medical,Male,2,Manufacturing Director,2,Married,1,No,15,5,2,3,5,1,85,0-5 Years,0-5 Years,380000,200K+,3
RM100,44,36-45,No,Research & Development,Medical,Male,2,Laboratory Technician,2,Married,4,No,12,17,3,4,3,1,100,0-5 Years,16-20 Years,58000,50K - 100K,3
RM1015,31,26-35,No,Research & Development,Life Sciences,Female,4,Research Director,2,Single,3,No,11,9,3,4,3,1,1015,0-5 Years,6-10 Years,310000,200K+,4
RM1024,56,55+,No,Research & Development,Life Sciences,Female,1,Research Scientist,1,Married,2,No,22,5,3,4,3,1,1024,0-5 Years,0-5 Years,145000,100K - 150K,3
RM1045,49,46-55,No,Research & Development,Technical Degree,Male,2,Healthcare Representative,3,Married,2,No,14,20,0,2,3,1,1045,0-5 Years,16-20 Years,105000,100K - 150K,3
RM1047,44,36-45,No,Research & Development,Life Sciences,Male,1,Research Scientist,2,Single,1,No,13,6,3,2,5,1,1047,0-5 Years,6-10 Years,145000,100K - 150K,3
RM1057,28,26-35,Yes,Sales,Technical Degree,Male,1,Sales Representative,3,Married,3,No,15,5,3,4,3,1,1057,0-5 Years,0-5 Years,80000,50K - 100K,3
RM1066,55,46-55,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,3,Married,0,Yes,16,4,2,3,3,1,1066,0-5 Years,0-5 Years,105000,100K - 150K,3
RM1071,28,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,1,Single,0,No,14,5,5,3,4,1,1071,0-5 Years,0-5 Years,85000,50K - 100K,3
RM1072,49,46-55,No,Research & Development,Medical,Female,2,Laboratory Technician,1,Married,4,No,25,10,3,3,3,1,1072,0-5 Years,6-10 Years,58000,50K - 100K,4
RM1103,36,36-45,No,Sales,Life Sciences,Male,1,Sales Representative,4,Single,3,Yes,21,7,3,2,3,1,1103,0-5 Years,6-10 Years,80000,50K - 100K,3
RM1110,30,26-35,No,Sales,Technical Degree,Male,3,Sales Executive,2,Married,3,No,12,9,3,3,4,1,1110,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1113,38,36-45,Yes,Research & Development,Medical,Male,2,Manufacturing Director,2,Married,4,No,11,7,2,3,5,1,1113,0-5 Years,6-10 Years,380000,200K+,3
RM1121,38,36-45,No,Sales,Life Sciences,Female,2,Sales Executive,2,Single,2,No,12,8,5,4,3,1,1121,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1138,22,18-25,No,Research & Development,Other,Female,1,Research Scientist,3,Married,1,Yes,14,4,2,2,4,1,1138,0-5 Years,0-5 Years,145000,100K - 150K,3
RM1146,36,36-45,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,3,Married,9,Yes,12,7,2,3,3,1,1146,0-5 Years,6-10 Years,380000,200K+,3
RM1155,47,46-55,No,Human Resources,Life Sciences,Female,5,Manager,3,Married,3,No,11,27,2,3,5,1,1155,0-5 Years,21-30 Years,195000,150K - 200K,4
RM1171,27,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Single,2,No,13,6,0,2,4,1,1171,0-5 Years,6-10 Years,145000,100K - 150K,3
RM1173,29,26-35,No,Sales,Medical,Male,2,Sales Executive,3,Single,9,No,11,8,2,3,5,1,1173,0-5 Years,6-10 Years,85000,50K - 100K,4
RM1177,49,46-55,No,Research & Development,Other,Female,4,Research Director,2,Married,3,No,16,27,2,3,4,1,1177,0-5 Years,21-30 Years,310000,200K+,4
RM1183,36,36-45,No,Research & Development,Medical,Female,2,Manufacturing Director,3,Married,0,No,15,4,6,3,3,1,1183,0-5 Years,0-5 Years,380000,200K+,3
RM1195,47,46-55,No,Sales,Life Sciences,Female,4,Manager,2,Divorced,6,No,14,29,2,3,3,1,1195,0-5 Years,21-30 Years,195000,150K - 200K,4
RM1208,55,46-55,No,Research & Development,Technical Degree,Male,1,Research Scientist,2,Divorced,5,No,12,8,1,3,4,1,1208,0-5 Years,6-10 Years,145000,100K - 150K,4
RM1227,32,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,3,Married,6,No,13,10,3,2,5,1,1227,0-5 Years,6-10 Years,145000,100K - 150K,4
RM1229,41,36-45,No,Human Resources,Human Resources,Male,2,Human Resources,2,Married,6,No,19,10,4,3,3,1,1229,0-5 Years,6-10 Years,125000,100K - 150K,4
RM1231,24,18-25,No,Research & Development,Medical,Male,1,Laboratory Technician,1,Divorced,1,No,13,6,2,4,6,1,1231,6-10 Years,6-10 Years,58000,50K - 100K,3
RM1239,23,18-25,No,Research & Development,Medical,Female,1,Laboratory Technician,2,Single,1,No,13,3,3,1,3,1,1239,0-5 Years,0-5 Years,58000,50K - 100K,2
